B002TLTBN0,4.733333333333333
B000R3BN4M,4.923076923076923
B000FW64OY,3.9019607843137254
B00002STXQ,4.166666666666667
B000R3BNHE,4.0
B00000JRSB,4.785714285714286
B000X25GW2,4.585365853658536
B000050FBJ,5.0
B000069BD9,4.636363636363637
B000FRS9II,4.963414634146342
B003O6EATE,4.991130820399113
B000HE7KZC,4.804123711340206
B000F3AADE,4.178571428571429
B002BSA20M,4.363636363636363
B00319DX4W,4.4
B00DC7G0GG,2.63265306122449
B00005UK88,4.885245901639344
B000ZK9QCS,4.918918918918919
B00005BJ9G,4.35
B000ERVMI8,4.965417867435159
B000FDOTIQ,3.0
B0050SXKU4,2.5625
B00005TNI6,4.363636363636363
B007W8S2MG,2.6315789473684212
B00149ND28,3.8048780487804876
B000035XR9,5.0
B00004SVV9,3.2
B0000503MO,3.4545454545454546
B0053BCP40,3.4516129032258065
B0050SX7BQ,3.8089171974522293
B0007TS24U,4.906976744186046
B000LSJKAM,3.3624161073825505
B001ET07O0,4.5
B00006GSNZ,4.041666666666667
B00BGA9WK2,3.048780487804878
B00113JSCG,2.7777777777777777
B00006LU9B,4.871794871794871
B0002RQ3ES,3.740740740740741
B00006M3R6,4.375
B0009Z3K9E,4.8125
B000P297F2,3.3485714285714288
B000XJNTNS,4.92
B001IVXI7C,5.0
B0050SW8OS,4.833333333333333
B00005ML10,4.939024390243903
B0016C3260,4.944636678200692
B00005C7P7,4.735294117647059
B000035Y4T,4.6923076923076925
B000GIXIPK,4.8076923076923075
B00CMQTVK0,2.3548387096774195
B0001VGFK2,4.0754716981132075
B00006IJJK,4.421052631578948
B00C7103DO,3.8947368421052633
B0012N3T3Y,4.466666666666667
B001G33V8S,4.648648648648648
B000ZK9QD2,4.111111111111111
B000K9OP2A,4.045977011494253
B00005NZ1G,4.818181818181818
B007XVTR3K,4.818181818181818
B003O6E67A,4.529411764705882
B000ZK6950,4.923076923076923
B000QY9C90,3.7142857142857144
B000GABOTU,4.266129032258065
B00004SVS3,4.6
B0009I6S0O,3.5652173913043477
B000035Y6D,4.994535519125683
B00012BSJ4,4.9361702127659575
B001TORSII,4.5625
B002I0EMBI,4.84
B002BSA388,4.896551724137931
B0006B0O9U,3.977777777777778
B0049DYNNO,3.96
B001YI0Z2U,4.446153846153846
B000FQBPCQ,4.97459584295612
B000HE9LEK,4.25
B002I092MM,4.853448275862069
B000FQ9R4E,4.564102564102564
B0010AYJXI,4.2631578947368425
B002CZ38KA,3.4166666666666665
B0012N94WO,2.576923076923077
B001JKTC9A,4.892857142857143
B003O6E800,2.0789473684210527
B0009A4EV2,4.9689922480620154
B00005MDZY,4.052631578947368
B002I0GX88,3.4705882352941178
B00002STYS,3.142857142857143
B000ZK696O,4.791666666666667
B002I0K3CK,4.625
B002AB7TX8,4.7
B000066JRN,4.157894736842105
B002BRZ9G0,3.04
B000O5DS32,3.302325581395349
B00009WAUO,4.990909090909091
B000E991PC,4.972972972972973
B002I0J4VQ,4.974335472043997
B000FQ2D5E,4.592356687898089
B001E8VB6O,4.642857142857143
B0009A4EVM,4.814814814814815
B002I0K6DG,4.583333333333333
B000FQBPDU,4.22093023255814
B000NNDN1M,4.885630498533724
B00000DMAX,4.625
B000FQBF1M,4.4375
B002I0J5UQ,2.375
B000B69E9G,3.4
B00000DMAT,4.947368421052632
B00005B8FZ,4.75
B00006FWTW,4.0
B000UC5ML0,4.6875
B00004YRQA,4.076923076923077
B000FRU0NU,4.917525773195877
B00000F1GM,3.71875
B0009VXBAQ,4.5476190476190474
B007CM0K86,3.414285714285714
B0000VSH4U,3.7916666666666665
B000X1PE16,5.0
B002I0F5M8,4.666666666666667
B001CU4EJ0,4.5
B00002SVFZ,4.875
B001KMRN0M,4.6581196581196584
B000FO4KO8,4.027491408934708
B000GPVUQ2,4.0
B001HWB68K,3.2738095238095237
B000FRV2UK,5.0
B000KRXAGE,3.830188679245283
B000UW21A0,4.555555555555555
B001SGZL2W,4.923076923076923
B000FQ9QVI,4.982283464566929
B000ZK7ZOE,4.714285714285714
B0050SYX8W,4.609375
B004EQCCI4,4.933333333333334
B000G6SPHI,4.963855421686747
B0088MVPFQ,4.290909090909091
B001B1W3GG,4.960893854748603
B000A2R54M,4.907692307692308
B002NN7AKU,4.909090909090909
B000P46NKC,4.899721448467966
B000066TS5,4.942857142857143
B004NRN5EO,4.975903614457831
B0002XL3BA,3.5238095238095237
B000HKP88C,4.4
B00005O0I2,4.9523809523809526
B0015AARJI,5.0
B0000696CZ,4.605263157894737
B000084318,4.461538461538462
B00000K2R4,3.423076923076923
B000JLIXIG,4.9480519480519485
B00064MUIA,4.428571428571429
B00005Q8LR,3.8055555555555554
B000F5IH2I,4.342105263157895
